Company_Name,Ticker,Listed_Date,Listing_Year,Exchange,Current_Price,Listing_Gain_Pct,Overall_Gain_Pct,Performance_Status
Laxmi Goldorna House Limited,LGHL.NS,2023-11-10,2023,NSE Main Board,180.84,,,🟢 Trading Active
Lexus Granito (India) Limited,LEXUS.NS,2023-03-13,2023,NSE Main Board,13.55,,,🟢 Trading Active
Lloyds Metals And Energy Limited,LLOYDSME.NS,2023-07-17,2023,NSE Main Board,1938.6,,,🟢 Trading Active
Lords Chloro Alkali Limited,LORDSCHLO.NS,2023-08-28,2023,NSE Main Board,133.42,,,🟢 Trading Active
Lorenzini Apparels Limited,LAL.NS,2023-04-10,2023,NSE Main Board,8.63,,,🟢 Trading Active
M K Proteins Limited,MKPL.NS,2023-06-13,2023,NSE Main Board,4.16,,,🟢 Trading Active
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL.BO,2023-10-03,2023,BSE Main Board,150.9,,,🟢 Trading Active
Mankind Pharma Limited,MANKIND.NS,2023-05-09,2023,NSE Main Board,2380.0,,,🟢 Trading Active
Manoj Vaibhav Gems N Jewellers Limited,MVGJL.NS,2023-10-03,2023,NSE Main Board,150.48,,,🟢 Trading Active
Manomay Tex India Limited,MANOMAY.NS,2023-01-18,2023,NSE Main Board,216.55,,,🟢 Trading Active
Max Estates Limited,MAXESTATES.NS,2023-10-30,2023,NSE Main Board,477.85,,,🟢 Trading Active
Motisons Jewellers Limited,MOTISONS.NS,2023-12-26,2023,NSE Main Board,16.78,,,🟢 Trading Active
Mufin Green Finance Limited,MUFIN.NS,2023-11-06,2023,NSE Main Board,135.82,,,🟢 Trading Active
Muthoot Microfin Limited,MUTHOOTMF.NS,2023-12-26,2023,NSE Main Board,210.29,,,🟢 Trading Active
NIIT Learning Systems Limited,NIITMTS.NS,2023-08-08,2023,NSE Main Board,235.53,,,🟢 Trading Active
NINtec Systems Limited,NINSYS.NS,2023-02-21,2023,NSE Main Board,729.0,,,🟢 Trading Active
NMDC Steel Limited,NSLNISP.NS,2023-02-20,2023,NSE Main Board,40.49,,,🟢 Trading Active
Nestle India Limited,NESTLEIND.NS,2023-08-01,2023,NSE Main Board,1462.5,,,🟢 Trading Active
Netweb Technologies India Limited,NETWEB.NS,2023-07-27,2023,NSE Main Board,5354.5,,,🟢 Trading Active
Nupur Recyclers Limited,NRL.NS,2023-01-12,2023,NSE Main Board,115.0,,,🟢 Trading Active
Nuvama Wealth Management Limited,NUVAMA.NS,2023-09-26,2023,NSE Main Board,1746.8,,,🟢 Trading Active
PAKKA LIMITED,PAKKA.NS,2023-07-11,2023,NSE Main Board,95.49,,,🟢 Trading Active
PTC Industries Limited,PTCIL.NS,2023-06-09,2023,NSE Main Board,19791.0,,,🟢 Trading Active
Pavna Industries Limited,PAVNAIND.NS,2023-06-01,2023,NSE Main Board,18.15,,,🟢 Trading Active
Plaza Wires Limited,PLAZACABLE.NS,2023-10-12,2023,NSE Main Board,52.38,,,🟢 Trading Active
Pondy Oxides & Chemicals Limited,POCL.NS,2023-03-06,2023,NSE Main Board,500.85,,,🟢 Trading Active
Power & Instrumentation (Gujarat) Limited,PIGL.NS,2023-05-17,2023,NSE Main Board,106.21,,,🟢 Trading Active
Pyramid Technoplast Limited,PYRAMID.NS,2023-08-29,2023,NSE Main Board,163.55,,,🟢 Trading Active
R R Kabel Limited,RRKABEL.NS,2023-09-20,2023,NSE Main Board,2784.9,,,🟢 Trading Active
RBZ Jewellers Limited,RBZJEWEL.NS,2023-12-27,2023,NSE Main Board,134.58,,,🟢 Trading Active
Race Eco Chain Limited,RACE.NS,2023-05-09,2023,NSE Main Board,103.86,,,🟢 Trading Active
Radiant Cash Management Services Limited,RADIANTCMS.NS,2023-01-04,2023,NSE Main Board,34.45,,,🟢 Trading Active
Ratnaveer Precision Engineering Limited,RATNAVEER.NS,2023-09-11,2023,NSE Main Board,252.19,,,🟢 Trading Active
Redtape Limited,REDTAPE.NS,2023-08-11,2023,NSE Main Board,124.71,,,🟢 Trading Active
Rishabh Instruments Limited,RISHABH.NS,2023-09-11,2023,NSE Main Board,665.75,,,🟢 Trading Active
Robust Hotels Limited,RHL.NS,2023-04-25,2023,NSE Main Board,169.47,,,🟢 Trading Active
SBFC Finance Limited,SBFC.NS,2023-08-16,2023,NSE Main Board,93.67,,,🟢 Trading Active
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS,2023-01-06,2023,NSE Main Board,795.05,,,🟢 Trading Active
SRG Housing Finance Limited,SRGHFL.NS,2023-08-21,2023,NSE Main Board,259.1,,,🟢 Trading Active
Sadhana Nitrochem Limited,SADHNANIQ.NS,2023-05-05,2023,NSE Main Board,3.03,,,🟢 Trading Active
Sah Polymers Limited,SAHLIBHFI.NS,2023-01-12,2023,NSE Main Board,70.0,,,🟢 Trading Active
Sahyadri Industries Limited,SAHYADRI.NS,2023-04-06,2023,NSE Main Board,375.55,,,🟢 Trading Active
Sai Silks (Kalamandir) Limited,KALAMANDIR.NS,2023-09-27,2023,NSE Main Board,85.72,,,🟢 Trading Active
Samhi Hotels Limited,SAMHI.NS,2023-09-22,2023,NSE Main Board,160.03,,,🟢 Trading Active
Sandur Manganese & Iron Ores Limited,SANDUMA.NS,2023-09-07,2023,NSE Main Board,200.0,,,🟢 Trading Active
SecMark Consultancy Limited,SECMARK.NS,2023-10-16,2023,NSE Main Board,124.97,,,🟢 Trading Active
Senco Gold Limited,SENCO.NS,2023-07-14,2023,NSE Main Board,336.75,,,🟢 Trading Active
Shree Vasu Logistics Limited,SVLL.NS,2023-04-21,2023,NSE Main Board,771.0,,,🟢 Trading Active
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS,2023-02-28,2023,NSE Main Board,12.92,,,🟢 Trading Active
Sical Logistics Limited,SICALLOG.NS,2023-10-12,2023,NSE Main Board,111.65,,,🟢 Trading Active
Sigma Solve Limited,SIGMA.NS,2023-06-09,2023,NSE Main Board,45.62,,,🟢 Trading Active
Signatureglobal (India) Limited,SIGNATURE.NS,2023-09-27,2023,NSE Main Board,800.95,,,🟢 Trading Active
Sindhu Trade Links Limited,SINDHUTRAD.NS,2023-06-20,2023,NSE Main Board,24.99,,,🟢 Trading Active
Sundaram Clayton Limited,SUNCLAY.NS,2023-12-29,2023,NSE Main Board,1292.1,,,🟢 Trading Active
Suraj Estate Developers Limited,SURAJEST.NS,2023-12-26,2023,NSE Main Board,208.19,,,🟢 Trading Active
Suratwwala Business Group Limited,SBGLP.NS,2023-02-10,2023,NSE Main Board,25.25,,,🟢 Trading Active
TVS Supply Chain Solutions Limited,TVSSCS.NS,2023-08-23,2023,NSE Main Board,122.17,,,🟢 Trading Active
Tata Technologies Limited,TATATECH.NS,2023-11-30,2023,NSE Main Board,835.8,,,🟢 Trading Active
Thejo Engineering Limited,THEJO.NS,2023-10-10,2023,NSE Main Board,2051.4,,,🟢 Trading Active
Transindia Real Estate Limited,TREL.NS,2023-08-10,2023,NSE Main Board,26.79,,,🟢 Trading Active
TruCap Finance Limited,TRU.NS,2023-06-20,2023,NSE Main Board,4.41,,,🟢 Trading Active
Twamev Construction and Infrastructure Limited,TICL.NS,2023-10-16,2023,NSE Main Board,9.54,,,🟢 Trading Active
Udayshivakumar Infra Limited,USK.NS,2023-04-03,2023,NSE Main Board,22.43,,,🟢 Trading Active
Updater Services Limited,UDS.NS,2023-10-04,2023,NSE Main Board,210.79,,,🟢 Trading Active
Uravi Defence and Technology Limited,URAVIDEF.NS,2023-07-05,2023,NSE Main Board,105.09,,,🟢 Trading Active
Utkarsh Small Finance Bank Limited,UTKARSHBNK.NS,2023-07-21,2023,NSE Main Board,14.05,,,🟢 Trading Active
VL E-Governance & IT Solutions Limited,VLEGOV.NS,2023-08-14,2023,NSE Main Board,9.54,,,🟢 Trading Active
Valiant Laboratories Limited,VALIANTLAB.NS,2023-10-06,2023,NSE Main Board,90.85,,,🟢 Trading Active
Virinchi Limited,VIRINCHI.NS,2023-05-03,2023,NSE Main Board,15.04,,,🟢 Trading Active
Vishnu Prakash R Punglia Limited,VPRPL.NS,2023-09-05,2023,NSE Main Board,34.76,,,🟢 Trading Active
WESTLIFE FOODWORLD LIMITED,WESTLIFE.NS,2023-06-05,2023,NSE Main Board,587.75,,,🟢 Trading Active
Yasho Industries Limited,YASHO.NS,2023-08-21,2023,NSE Main Board,4915.8,,,🟢 Trading Active
Yatharth Hospital & Trauma Care Services Limited,YATHARTH.NS,2023-08-07,2023,NSE Main Board,854.0,,,🟢 Trading Active
Yatra Online Limited,YATRA.NS,2023-09-28,2023,NSE Main Board,115.5,,,🟢 Trading Active
Zaggle Prepaid Ocean Services Limited,ZAGGLE.NS,2023-09-22,2023,NSE Main Board,165.88,,,🟢 Trading Active
AAA Technologies Limited,AAATECH.NS,2022-11-28,2022,NSE Main Board,92.81,,,🟢 Trading Active
AGS Transact Technologies Limited,AGSTRA.NS,2022-01-31,2022,NSE Main Board,2.02,,,🟢 Trading Active
AVRO INDIA LIMITED,AVROIND.NS,2022-04-07,2022,NSE Main Board,8.8,,,🟢 Trading Active
AWL Agri Business Limited,AWL.NS,2022-02-08,2022,NSE Main Board,190.04,,,🟢 Trading Active
Abans Financial Services Limited,AFSL.NS,2022-12-23,2022,NSE Main Board,205.55,,,🟢 Trading Active
Abans Holdings Limited,AFSL.NS,2022-12-23,2022,NSE Main Board,205.55,,,🟢 Trading Active
Ace Integrated Solutions Limited,ACEINTEG.NS,2022-11-04,2022,NSE Main Board,18.27,,,🟢 Trading Active
Adani Wilmar Limited,ADANIPOWER.BO,2022-02-08,2022,BSE Main Board,204.5,,,🟢 Trading Active
Aeroflex Enterprises Limited,AEROENTER.NS,2022-11-21,2022,NSE Main Board,130.89,,,🟢 Trading Active
Aether Industries Limited,AETHER.NS,2022-06-03,2022,NSE Main Board,1633.6,,,🟢 Trading Active
Akshar Spintex Limited,AKSHAR.NS,2022-05-23,2022,NSE Main Board,0.41,,,🟢 Trading Active
Archean Chemical Industries Limited,ACI.NS,2022-11-21,2022,NSE Main Board,512.9,,,🟢 Trading Active
Axita Cotton Limited,AXITA.NS,2022-06-21,2022,NSE Main Board,7.29,,,🟢 Trading Active
B&B Triplewall Containers Limited,BBTCL.NS,2022-11-23,2022,NSE Main Board,238.82,,,🟢 Trading Active
B.L.Kashyap & Sons Ltd.,BLKASHYAP.BO,2022-01-01,2022,BSE Main Board,52.65,,,🟢 Trading Active
Bikaji Foods International Limited,BIKAJI.NS,2022-11-16,2022,NSE Main Board,608.65,,,🟢 Trading Active
Bohra Industries Limited,BOHRAIND.NS,2022-10-27,2022,NSE Main Board,14.99,,,🟢 Trading Active
Brand Concepts Limited,BCONCEPTS.NS,2022-01-11,2022,NSE Main Board,159.8,,,🟢 Trading Active
CSL Finance Limited,CSLFINANCE.NS,2022-07-21,2022,NSE Main Board,221.0,,,🟢 Trading Active
Campus Activewear Limited,CAMPUS.NS,2022-05-09,2022,NSE Main Board,216.63,,,🟢 Trading Active
Cheviot Company Limited,CHEVIOT.NS,2022-06-20,2022,NSE Main Board,1165.6,,,🟢 Trading Active
Choice International Limited,CHOICEIN.NS,2022-04-08,2022,NSE Main Board,803.6,,,🟢 Trading Active
Crown Lifters Limited,CROWN.NS,2022-02-08,2022,NSE Main Board,107.63,,,🟢 Trading Active
D.S.Kulkarni Developers Ltd.,DSKULKARNI.BO,2022-01-01,2022,BSE Main Board,9.03,,,🟢 Trading Active
DCX Systems Limited,DCXINDIA.NS,2022-11-11,2022,NSE Main Board,179.12,,,🟢 Trading Active
DJ Mediaprint & Logistics Limited,DJML.NS,2022-12-05,2022,NSE Main Board,105.46,,,🟢 Trading Active
Dc Infotech And Communication Limited,DCI.NS,2022-10-19,2022,NSE Main Board,373.0,,,🟢 Trading Active
Delhivery Limited,DELHIVERY.NS,2022-05-24,2022,NSE Main Board,451.8,,,🟢 Trading Active
Dev Information Technology Limited,DEVIT.NS,2022-02-15,2022,NSE Main Board,25.25,,,🟢 Trading Active
Dhampur Bio Organics Limited,DBOL.NS,2022-09-08,2022,NSE Main Board,121.99,,,🟢 Trading Active
Dharmaj Crop Guard Limited,DHARMAJ.NS,2022-12-08,2022,NSE Main Board,270.0,,,🟢 Trading Active
Dreamfolks Services Limited,DREAMFOLKS.NS,2022-09-06,2022,NSE Main Board,66.65,,,🟢 Trading Active
Dynamic Cables Limited,DYCL.NS,2022-07-27,2022,NSE Main Board,452.9,,,🟢 Trading Active
E2E Networks Limited,E2E.NS,2022-04-12,2022,NSE Main Board,664.55,,,🟢 Trading Active
Eldeco Housing And Industries Limited,ELDEHSG.NS,2022-04-12,2022,NSE Main Board,817.5,,,🟢 Trading Active
Electronics Mart India Limited,EMIL.NS,2022-10-17,2022,NSE Main Board,191.35,,,🟢 Trading Active
Elin Electronics Limited,ELIN.NS,2022-12-30,2022,NSE Main Board,101.41,,,🟢 Trading Active
Ethos Limited,ETHOSLTD.NS,2022-05-30,2022,NSE Main Board,2892.2,,,🟢 Trading Active
Faze Three Limited,FAZE3Q.NS,2022-11-18,2022,NSE Main Board,483.7,,,🟢 Trading Active
Fiberweb (India) Limited,FIBERWEB.NS,2022-02-16,2022,NSE Main Board,26.48,,,🟢 Trading Active
Five-Star Business Finance Limited,FIVESTAR.NS,2022-11-21,2022,NSE Main Board,535.35,,,🟢 Trading Active
Five-Star Business Finance Ltd.,FIVESTAR.BO,2022-11-21,2022,BSE Main Board,535.45,,,🟢 Trading Active
Fusion Finance Limited,FUSION.NS,2022-11-15,2022,NSE Main Board,189.87,,,🟢 Trading Active
GMR Power and Urban Infra Limited,GMRP&UI.NS,2022-03-23,2022,NSE Main Board,96.3,,,🟢 Trading Active
GRM Overseas Limited,GRMOVER.NS,2022-09-07,2022,NSE Main Board,87.51,,,🟢 Trading Active
GVK Power & Infrastructure Ltd.,GVKPIL.NS,2022-01-01,2022,NSE Main Board,2.33,,,🟢 Trading Active
GVP Infotech Limited,GVPTECH.NS,2022-09-06,2022,NSE Main Board,6.98,,,🟢 Trading Active
Garware Hi-Tech Films Limited,GRWRHITECH.NS,2022-02-03,2022,NSE Main Board,7101.0,,,🟢 Trading Active
Gateway Distriparks Limited,GATEWAY.NS,2022-03-22,2022,NSE Main Board,54.51,,,🟢 Trading Active
Global Health Limited,MEDANTA.NS,2022-11-16,2022,NSE Main Board,1442.7,,,🟢 Trading Active
Goyal Aluminiums Limited,GOYALALUM.NS,2022-11-04,2022,NSE Main Board,6.33,,,🟢 Trading Active
Hardwyn India Limited,HARDWYN.NS,2022-04-12,2022,NSE Main Board,9.42,,,🟢 Trading Active
Hariom Pipe Industries Limited,HARIOMPIPE.NS,2022-04-13,2022,NSE Main Board,352.95,,,🟢 Trading Active
Harsha Engineers International Limited,HARSHA.NS,2022-09-26,2022,NSE Main Board,436.4,,,🟢 Trading Active
Hindprakash Industries Limited,HPIL.NS,2022-11-07,2022,NSE Main Board,130.06,,,🟢 Trading Active
Hybrid Financial Services Limited,HYBRIDFIN.NS,2022-12-05,2022,NSE Main Board,17.68,,,🟢 Trading Active
ION Exchange (India) Limited,IONEXCHANG.NS,2022-02-22,2022,NSE Main Board,370.3,,,🟢 Trading Active
Indo Amines Limited,INDOAMIN.NS,2022-04-29,2022,NSE Main Board,121.11,,,🟢 Trading Active
Indo Borax & Chemicals Limited,INDOBORAX.NS,2022-03-29,2022,NSE Main Board,433.15,,,🟢 Trading Active
Inox Green Energy Services Limited,INOXGREEN.NS,2022-11-23,2022,NSE Main Board,179.66,,,🟢 Trading Active
Kaynes Technology India Limited,KAYNES.NS,2022-11-22,2022,NSE Main Board,3644.1,,,🟢 Trading Active
Keystone Realtors Limited,RUSTOMJEE.NS,2022-11-24,2022,NSE Main Board,371.9,,,🟢 Trading Active
Kfin Technologies Limited,KFINTECH.NS,2022-12-29,2022,NSE Main Board,957.6,,,🟢 Trading Active
Kriti Nutrients Limited,KRITINUT.NS,2022-10-07,2022,NSE Main Board,85.79,,,🟢 Trading Active
Kritika Wires Limited,KRITIKA.NS,2022-05-04,2022,NSE Main Board,5.52,,,🟢 Trading Active
Kshitij Polyline Limited,KSHITIJPOL.NS,2022-07-27,2022,NSE Main Board,2.91,,,🟢 Trading Active
Ksolves India Limited,KSOLVES.NS,2022-09-23,2022,NSE Main Board,270.35,,,🟢 Trading Active
Landmark Cars Limited,LANDMARK.NS,2022-12-23,2022,NSE Main Board,513.3,,,🟢 Trading Active
Life Insurance Corporation Of India,LICI.NS,2022-05-17,2022,NSE Main Board,410.0,,,🟢 Trading Active
Lot Size,LOTUSDEV.NS,2022-01-01,2022,NSE Main Board,169.84,,,🟢 Trading Active
Loyal Textile Mills Limited,LOYALTEX.NS,2022-08-11,2022,NSE Main Board,216.9,,,🟢 Trading Active
MITCON Consultancy & Engineering Services Limited,MITCON.NS,2022-03-17,2022,NSE Main Board,80.0,,,🟢 Trading Active
Mahalaxmi Rubtech Limited,MHLXMIRU.NS,2022-01-27,2022,NSE Main Board,186.0,,,🟢 Trading Active
Mallcom (India) Limited,MALLCOM.NS,2022-02-02,2022,NSE Main Board,958.65,,,🟢 Trading Active
Manorama Industries Limited,MANORAMA.NS,2022-07-01,2022,NSE Main Board,1901.0,,,🟢 Trading Active
Medico Remedies Limited,MEDICO.NS,2022-05-26,2022,NSE Main Board,42.66,,,🟢 Trading Active
Megastar Foods Limited,MEGASTAR.NS,2022-02-16,2022,NSE Main Board,308.9,,,🟢 Trading Active
Monarch Networth Capital Limited,MONARCH.NS,2022-01-06,2022,NSE Main Board,387.1,,,🟢 Trading Active
Motherson Sumi Wiring India Limited,MSUMI.NS,2022-03-28,2022,NSE Main Board,40.32,,,🟢 Trading Active
NGL Fine-Chem Limited,NGLFINE.NS,2022-07-08,2022,NSE Main Board,3023.5,,,🟢 Trading Active
Narmada Agrobase Limited,NARMADA.NS,2022-10-27,2022,NSE Main Board,14.88,,,🟢 Trading Active
OBCL Limited,OBCL.NS,2022-04-07,2022,NSE Main Board,54.0,,,🟢 Trading Active
Osia Hyper Retail Limited,OSIAHYPER.NS,2022-12-01,2022,NSE Main Board,2.7,,,🟢 Trading Active
PBA Infrastructure Ltd.,PBAINFRA.BO,2022-01-01,2022,BSE Main Board,10.15,,,🟢 Trading Active
Paradeep Phosphates Limited,PARADEEP.NS,2022-05-27,2022,NSE Main Board,147.82,,,🟢 Trading Active
Patel Engineering Ltd.,PATELENG.NS,2022-01-01,2022,NSE Main Board,27.84,,,🟢 Trading Active
Piramal Pharma Limited,PPLPHARMA.NS,2022-10-19,2022,NSE Main Board,210.53,,,🟢 Trading Active
Pix Transmissions Limited,PIXTRANS.NS,2022-04-28,2022,NSE Main Board,1884.8,,,🟢 Trading Active
Priti International Limited,PRITI.NS,2022-03-02,2022,NSE Main Board,34.18,,,🟢 Trading Active
Prudent Corporate Advisory Services Limited,PRUDENT.NS,2022-05-20,2022,NSE Main Board,3354.1,,,🟢 Trading Active
Punj Lloyd Ltd.,PNB.NS,2022-01-01,2022,NSE Main Board,116.5,,,🟢 Trading Active
Radhika Jeweltech Limited,RADHIKAJWE.NS,2022-07-18,2022,NSE Main Board,66.39,,,🟢 Trading Active
Rainbow Children's Medicare Limited,RAINBOW.BO,2022-05-10,2022,BSE Main Board,1458.35,,,🟢 Trading Active
Rainbow Childrens Medicare Limited,RAINBOW.NS,2022-05-10,2022,NSE Main Board,1458.7,,,🟢 Trading Active
Raj Rayon Industries Limited,RAJRILTD.NS,2022-03-16,2022,NSE Main Board,22.02,,,🟢 Trading Active
Ram Ratna Wires Limited,RAMRAT.NS,2022-07-29,2022,NSE Main Board,472.65,,,🟢 Trading Active
Rama Phosphates Limited,RAMAPHO.NS,2022-08-05,2022,NSE Main Board,121.16,,,🟢 Trading Active
Reliance Chemotex Industries Limited,RELCHEMQ.NS,2022-05-25,2022,NSE Main Board,115.51,,,🟢 Trading Active
Ritco Logistics Limited,RITCO.NS,2022-04-12,2022,NSE Main Board,313.0,,,🟢 Trading Active
Roto Pumps Limited,ROTO.NS,2022-04-21,2022,NSE Main Board,66.34,,,🟢 Trading Active
SONAM LIMITED,SONAMLTD.NS,2022-04-07,2022,NSE Main Board,60.31,,,🟢 Trading Active
Sadbhav Engineering Ltd.,SADBHAV.NS,2022-01-01,2022,NSE Main Board,7.95,,,🟢 Trading Active
Sarveshwar Foods Limited,SARVESHWAR.NS,2022-12-08,2022,NSE Main Board,3.43,,,🟢 Trading Active
Shaily Engineering Plastics Limited,SHAILY.NS,2022-04-04,2022,NSE Main Board,3373.7,,,🟢 Trading Active
Sheetal Cool Products Limited,SCPL.NS,2022-11-22,2022,NSE Main Board,662.65,,,🟢 Trading Active
Silver Touch Technologies Limited,SILVERTUC.NS,2022-05-12,2022,NSE Main Board,195.47,,,🟢 Trading Active
Softtech Engineers Limited,SOFTTECH.NS,2022-02-25,2022,NSE Main Board,413.4,,,🟢 Trading Active
Sportking India Limited,SPORTKING.NS,2022-08-24,2022,NSE Main Board,214.34,,,🟢 Trading Active
Starteck Finance Limited,STARTECK.NS,2022-05-04,2022,NSE Main Board,257.3,,,🟢 Trading Active
Sukhjit Starch & Chemicals Limited,SUKHJITS.NS,2022-11-07,2022,NSE Main Board,159.09,,,🟢 Trading Active
Sula Vineyards Limited,SULA.NS,2022-12-22,2022,NSE Main Board,146.85,,,🟢 Trading Active
Supreme Petrochem Limited,SPLPETRO.NS,2022-05-24,2022,NSE Main Board,707.0,,,🟢 Trading Active
Syncom Formulations (India) Limited,SYNCOMF.NS,2022-11-18,2022,NSE Main Board,15.57,,,🟢 Trading Active
Syrma SGS Technology Limited,SYRMA.NS,2022-08-26,2022,NSE Main Board,1500.1,,,🟢 Trading Active
Tamilnad Mercantile Bank Limited,TMB.NS,2022-09-15,2022,NSE Main Board,847.1,,,🟢 Trading Active
Tips Films Limited,TIPSFILMS.NS,2022-10-06,2022,NSE Main Board,335.85,,,🟢 Trading Active
Tracxn Technologies Limited,TRACXN.NS,2022-10-20,2022,NSE Main Board,29.04,,,🟢 Trading Active
Uma Exports Limited,UMAEXPORTS.NS,2022-04-07,2022,NSE Main Board,22.22,,,🟢 Trading Active
Uniinfo Telecom Services Limited,UNIINFO.NS,2022-01-12,2022,NSE Main Board,11.37,,,🟢 Trading Active
Uniparts India Limited,UNIPARTS.NS,2022-12-12,2022,NSE Main Board,825.85,,,🟢 Trading Active
Vaxtex Cotfab Limited,VCL.NS,2022-04-19,2022,NSE Main Board,1.85,,,🟢 Trading Active
Vedant Fashions Limited,MANYAVAR.NS,2022-02-16,2022,NSE Main Board,536.9,,,🟢 Trading Active
Venus Pipes & Tubes Limited,VENUSPIPES.NS,2022-05-24,2022,NSE Main Board,1572.2,,,🟢 Trading Active
Veranda Learning Solutions Limited,VERANDA.NS,2022-04-11,2022,NSE Main Board,240.0,,,🟢 Trading Active
Vinny Overseas Limited,VINNY.NS,2022-11-28,2022,NSE Main Board,1.05,,,🟢 Trading Active
WE WIN LIMITED,WEWIN.NS,2022-06-15,2022,NSE Main Board,46.0,,,🟢 Trading Active
Wonder Electricals Limited,WEL.NS,2022-01-17,2022,NSE Main Board,146.24,,,🟢 Trading Active
Zim Laboratories Limited,ZIMLAB.NS,2022-11-25,2022,NSE Main Board,114.51,,,🟢 Trading Active
eMudhra Limited,EMUDHRA.NS,2022-06-01,2022,NSE Main Board,562.05,,,🟢 Trading Active
